-68,51,1020,-7,1,998
-61,50,1029,0,0,1007
-64,52,1022,-3,2,1000
-57,52,1028,4,2,1006
-58,53,1021,3,3,999
-62,46,1012,-1,-4,990
-63,55,1017,-2,5,995
-66,49,1023,-5,-1,1001
-55,49,1022,6,-1,1000
-79,49,1021,-18,-1,999
-55,51,1027,6,1,1005
-58,51,1025,3,1,1003
-70,49,1046,-9,-1,1024
-60,49,1038,1,-1,1016
-60,54,1016,1,4,994
-48,62,1005,13,12,983
-52,60,1018,9,10,996
-63,51,1020,-2,1,998
-72,45,1033,-11,-5,1011
-69,49,1037,-8,-1,1015
-68,48,1022,-7,-2,1000
-68,47,1031,-7,-3,1009
-65,52,1025,-4,2,1003
-57,50,1029,4,0,1007
-54,49,1015,7,-1,993
-64,50,1022,-3,0,1000
-57,51,1028,4,1,1006
-50,49,1022,11,-1,1000
-64,53,1038,-3,3,1016
-59,46,1015,2,-4,993
-63,49,1026,-2,-1,1004
-58,46,1022,3,-4,1000
-64,47,1028,-3,-3,1006
-61,49,1033,0,-1,1011
-63,57,1024,-2,7,1002
-62,54,1019,-1,4,997
-62,48,1021,-1,-2,999
-58,43,1027,3,-7,1005
-62,49,1023,-1,-1,1001
-61,50,1016,0,0,994
-63,46,1019,-2,-4,997
-68,51,1027,-7,1,1005
-59,48,1027,2,-2,1005
-58,44,1020,3,-6,998
-55,50,1031,6,0,1009
-60,55,1021,1,5,999
-65,46,1028,-4,-4,1006
-66,50,1033,-5,0,1011
-61,53,1025,0,3,1003
-61,54,1027,0,4,1005
-63,49,1036,-2,-1,1014
-66,52,1029,-5,2,1007
-68,51,1025,-7,1,1003
-64,54,1028,-3,4,1006
-58,50,1019,3,0,997
-59,50,1030,2,0,1008
-57,52,1022,4,2,1000
-61,44,1030,0,-6,1008
-63,47,1022,-2,-3,1000
-62,48,1020,-1,-2,998
-69,46,1037,-8,-4,1015
-64,45,1039,-3,-5,1017
-55,49,1036,6,-1,1014
-61,52,1026,0,2,1004
-60,55,1028,1,5,1006
-51,48,1021,10,-2,999
-53,46,1012,8,-4,990
-47,50,1015,14,0,993
-68,52,1013,-7,2,991
-63,48,1027,-2,-2,1005
-61,44,1029,0,-6,1007
-64,50,1023,-3,0,1001
-66,51,1017,-5,1,995
-64,57,1028,-3,7,1006
-64,53,1021,-3,3,999
-58,52,1031,3,2,1009
-60,56,1019,1,6,997
-62,46,1024,-1,-4,1002
-64,57,1031,-3,7,1009
-55,50,1026,6,0,1004
-61,54,1026,0,4,1004
-58,50,1013,3,0,991
-61,51,1022,0,1,1000
-60,50,1023,1,0,1001
-66,50,1019,-5,0,997
-58,49,1019,3,-1,997
-40,47,1030,21,-3,1008
-61,42,1023,0,-8,1001
-54,53,1028,7,3,1006
-63,48,1018,-2,-2,996
-60,48,1014,1,-2,992
-64,50,1027,-3,0,1005
-59,51,1022,2,1,1000
-61,49,1023,0,-1,1001
-64,52,1017,-3,2,995
-60,51,1024,1,1,1002
-72,46,1031,-11,-4,1009
-65,50,1028,-4,0,1006
-57,51,1020,4,1,998
-60,52,1019,1,2,997
-61,47,1015,0,-3,993
-63,51,1024,-2,1,1002
-63,49,1027,-2,-1,1005
-59,47,1022,2,-3,1000
-61,55,1024,0,5,1002
-66,53,1023,-5,3,1001
-61,49,1020,0,-1,998
-59,52,1021,2,2,999
-61,50,1009,0,0,987
-55,55,1011,6,5,989
-62,49,1023,-1,-1,1001
-62,47,1031,-1,-3,1009
-66,46,1016,-5,-4,994
-63,48,1036,-2,-2,1014
-63,51,1021,-2,1,999
-71,49,1025,-10,-1,1003
-65,52,1019,-4,2,997
-64,56,1013,-3,6,991
-63,49,1027,-2,-1,1005
-64,45,1018,-3,-5,996
-62,52,1028,-1,2,1006
-57,49,1024,4,-1,1002
-63,48,1010,-2,-2,988
-67,52,1028,-6,2,1006
-60,48,1029,1,-2,1007
-63,52,1019,-2,2,997
-66,53,1019,-5,3,997
-61,54,1036,0,4,1014
-63,51,1021,-2,1,999
-61,52,1024,0,2,1002
-61,50,1021,0,0,999
-64,57,1031,-3,7,1009
-61,54,1025,0,4,1003
-64,54,1029,-3,4,1007
-64,52,1036,-3,2,1014
-66,49,1022,-5,-1,1000
-66,51,1025,-5,1,1003
-66,46,1025,-5,-4,1003
-65,47,1028,-4,-3,1006
-61,49,1025,0,-1,1003
-60,46,1031,1,-4,1009
-57,50,1020,4,0,998
-61,47,1016,0,-3,994
-65,46,1023,-4,-4,1001
-60,50,1020,1,0,998
-60,52,1026,1,2,1004
-60,53,1015,1,3,993
-59,47,1014,2,-3,992
-61,48,1036,0,-2,1014
-54,47,1025,7,-3,1003
-59,53,1023,2,3,1001
-65,47,1019,-4,-3,997
-63,53,1025,-2,3,1003
-62,46,1020,-1,-4,998
-56,52,1026,5,2,1004
-68,46,1024,-7,-4,1002
-63,48,1031,-2,-2,1009
-56,50,1026,5,0,1004
-66,53,1022,-5,3,1000
-65,51,1018,-4,1,996
-63,52,1027,-2,2,1005
-64,43,1023,-3,-7,1001
-58,50,1014,3,0,992
-64,52,1014,-3,2,992
-62,52,1017,-1,2,995
-57,49,1032,4,-1,1010
-61,44,1018,0,-6,996
-63,50,1028,-2,0,1006
-58,51,1031,3,1,1009
-73,43,1026,-12,-7,1004
-52,63,1049,9,13,1027
