-56,45,1027,5,-5,1005
-68,49,1029,-7,-1,1007
-66,53,1036,-5,3,1014
-61,49,1008,0,-1,986
-64,51,1021,-3,1,999
-66,54,1026,-5,4,1004
-58,51,1032,3,1,1010
-60,52,1026,1,2,1004
-67,49,1033,-6,-1,1011
-60,45,1016,1,-5,994
-63,47,1025,-2,-3,1003
-64,51,1034,-3,1,1012
-71,46,1024,-10,-4,1002
-66,53,1025,-5,3,1003
-59,51,1025,2,1,1003
-62,48,1018,-1,-2,996
-66,51,1031,-5,1,1009
-61,48,1011,0,-2,989
-55,50,1015,6,0,993
-63,51,1019,-2,1,997
-65,48,1018,-4,-2,996
-62,47,1033,-1,-3,1011
-55,55,1030,6,5,1008
-57,50,1024,4,0,1002
-65,51,1023,-4,1,1001
-63,52,1031,-2,2,1009
-62,51,1030,-1,1,1008
-65,49,1022,-4,-1,1000
-59,53,1026,2,3,1004
-63,53,1025,-2,3,1003
-64,39,1035,-3,-11,1013
-58,48,1020,3,-2,998
-63,52,1026,-2,2,1004
-60,45,1030,1,-5,1008
-60,47,1025,1,-3,1003
-61,51,1023,0,1,1001
-64,51,1034,-3,1,1012
-62,50,1016,-1,0,994
-58,57,1026,3,7,1004
-68,52,1028,-7,2,1006
-57,50,1024,4,0,1002
-70,52,1037,-9,2,1015
-67,43,1030,-6,-7,1008
-58,49,1024,3,-1,1002
-54,56,1013,7,6,991
-58,48,1009,3,-2,987
-53,55,1017,8,5,995
-55,46,1031,6,-4,1009
-69,48,1030,-8,-2,1008
-67,49,1041,-6,-1,1019
-68,43,1025,-7,-7,1003
-66,50,1023,-5,0,1001
-61,54,1024,0,4,1002
-59,54,1016,2,4,994
-68,54,1024,-7,4,1002
-57,48,1026,4,-2,1004
-59,49,1029,2,-1,1007
-60,54,1024,1,4,1002
-62,47,1032,-1,-3,1010
-57,51,1029,4,1,1007
-61,52,1028,0,2,1006
-62,49,1016,-1,-1,994
-57,47,1027,4,-3,1005
-63,52,1025,-2,2,1003
-66,55,1028,-5,5,1006
-64,53,1031,-3,3,1009
-63,50,1031,-2,0,1009
-64,53,1029,-3,3,1007
-63,48,1029,-2,-2,1007
-68,50,1025,-7,0,1003
-63,55,1018,-2,5,996
-61,53,1022,0,3,1000
-66,50,1026,-5,0,1004
-53,46,1019,8,-4,997
-66,53,1023,-5,3,1001
-57,51,1025,4,1,1003
-59,49,1025,2,-1,1003
-56,47,1029,5,-3,1007
-57,50,1016,4,0,994
-62,50,1009,-1,0,987
-59,54,1015,2,4,993
-61,57,1027,0,7,1005
-59,52,1021,2,2,999
-63,53,1021,-2,3,999
-60,49,1020,1,-1,998
-62,46,1019,-1,-4,997
-65,51,1033,-4,1,1011
-60,53,1019,1,3,997
-60,48,1026,1,-2,1004
-60,50,1025,1,0,1003
-65,49,1023,-4,-1,1001
-61,51,1022,0,1,1000
-62,49,1025,-1,-1,1003
-58,47,1025,3,-3,1003
-60,55,1028,1,5,1006
-64,48,1028,-3,-2,1006
-58,48,1022,3,-2,1000
-65,48,1023,-4,-2,1001
-59,50,1014,2,0,992
-60,46,1029,1,-4,1007
-62,48,1011,-1,-2,989
-57,47,1031,4,-3,1009
-47,56,1019,14,6,997
-57,51,1019,4,1,997
-73,49,1016,-12,-1,994
-61,54,1032,0,4,1010
-66,50,1018,-5,0,996
-58,52,1019,3,2,997
-57,50,1028,4,0,1006
-59,57,1038,2,7,1016
-63,47,1028,-2,-3,1006
-62,50,1017,-1,0,995
-69,48,1018,-8,-2,996
-60,51,1031,1,1,1009
-61,50,1021,0,0,999
-63,56,1032,-2,6,1010
-54,48,1032,7,-2,1010
-63,53,1026,-2,3,1004
-62,46,1029,-1,-4,1007
-65,51,1027,-4,1,1005
-61,52,1011,0,2,989
-58,48,1014,3,-2,992
-63,51,1030,-2,1,1008
-62,41,1034,-1,-9,1012
-66,48,1026,-5,-2,1004
-59,51,1013,2,1,991
-53,52,1023,8,2,1001
-55,48,1018,6,-2,996
-64,50,1029,-3,0,1007
-58,47,1022,3,-3,1000
-65,52,1024,-4,2,1002
-58,49,1034,3,-1,1012
-59,53,1018,2,3,996
-63,51,1021,-2,1,999
-61,50,1026,0,0,1004
-64,51,1027,-3,1,1005
-58,49,1021,3,-1,999
-58,49,1019,3,-1,997
-62,52,1030,-1,2,1008
-62,42,1021,-1,-8,999
-66,50,1024,-5,0,1002
-64,50,1026,-3,0,1004
-56,55,1023,5,5,1001
-61,54,1021,0,4,999
-62,52,1025,-1,2,1003
-60,48,1029,1,-2,1007
-65,55,1017,-4,5,995
-66,50,1024,-5,0,1002
-67,48,1025,-6,-2,1003
-55,60,1028,6,10,1006
-60,50,1028,1,0,1006
-59,52,1025,2,2,1003
-61,53,1027,0,3,1005
-59,49,1025,2,-1,1003
-57,54,1009,4,4,987
-83,45,1012,-22,-5,990
-73,45,1046,-12,-5,1024
-66,48,1035,-5,-2,1013
-66,42,1021,-5,-8,999
-57,47,1014,4,-3,992
-57,54,1004,4,4,982
-60,45,1020,1,-5,998
-49,51,1012,12,1,990
-59,54,1020,2,4,998
-61,56,1025,0,6,1003
-62,48,1027,-1,-2,1005
-66,46,1039,-5,-4,1017
-65,46,1025,-4,-4,1003
-42,55,1027,19,5,1005
-56,49,1021,5,-1,999
-57,51,1028,4,1,1006
-59,51,1021,2,1,999
-58,49,1017,3,-1,995
-61,49,1027,0,-1,1005
-57,48,1035,4,-2,1013
-60,48,1028,1,-2,1006
-62,49,1029,-1,-1,1007
-61,48,1014,0,-2,992
-66,51,1029,-5,1,1007
-63,51,1021,-2,1,999
-68,50,1027,-7,0,1005
-62,46,1021,-1,-4,999
-56,54,1019,5,4,997
-57,49,1026,4,-1,1004
-65,49,1024,-4,-1,1002
-62,49,1025,-1,-1,1003
-50,53,1020,11,3,998
-61,49,1027,0,-1,1005
-59,50,1028,2,0,1006
-61,48,1025,0,-2,1003
-63,50,1022,-2,0,1000
-63,50,1017,-2,0,995
-57,50,1022,4,0,1000
-61,47,1026,0,-3,1004
-64,53,1026,-3,3,1004
-60,48,1024,1,-2,1002
-61,54,1024,0,4,1002
-63,53,1033,-2,3,1011
-61,49,1021,0,-1,999
-65,50,1023,-4,0,1001
-61,55,1028,0,5,1006
-60,50,1032,1,0,1010
-63,50,1026,-2,0,1004
-58,50,1017,3,0,995
-60,50,1025,1,0,1003
-64,53,1025,-3,3,1003
-55,53,1019,6,3,997
-59,48,1027,2,-2,1005
-62,51,1015,-1,1,993
-63,54,1026,-2,4,1004
-62,47,1025,-1,-3,1003
-59,49,1034,2,-1,1012
-57,50,1034,4,0,1012
-61,50,1022,0,0,1000
-57,50,1019,4,0,997
-55,51,1023,6,1,1001
-61,52,1028,0,2,1006
-61,53,1030,0,3,1008
-61,55,1015,0,5,993
-68,51,1018,-7,1,996
-82,49,1018,-21,-1,996
-72,49,1035,-11,-1,1013
-72,40,1027,-11,-10,1005
-65,46,1022,-4,-4,1000
-71,45,1025,-10,-5,1003
-59,50,1028,2,0,1006
-62,46,1025,-1,-4,1003
-61,52,1027,0,2,1005
-57,54,1022,4,4,1000
-71,47,1016,-10,-3,994
-67,49,1035,-6,-1,1013
-64,49,1026,-3,-1,1004
-59,46,1028,2,-4,1006
-62,48,1024,-1,-2,1002
-66,53,1023,-5,3,1001
-63,54,1014,-2,4,992
-60,53,1022,1,3,1000
-74,46,1012,-13,-4,990
-57,46,1019,4,-4,997
-67,52,1036,-6,2,1014
-66,47,1019,-5,-3,997
-65,47,1028,-4,-3,1006
-63,43,1028,-2,-7,1006
-64,51,1026,-3,1,1004
-60,51,1015,1,1,993
-63,53,1021,-2,3,999
-79,48,1017,-18,-2,995
-61,51,1021,0,1,999
-61,49,1022,0,-1,1000
-57,50,1018,4,0,996
-59,51,1016,2,1,994
-63,55,1018,-2,5,996
-61,48,1023,0,-2,1001
-63,53,1023,-2,3,1001
-54,49,1024,7,-1,1002
-57,59,1017,4,9,995
-52,52,1012,9,2,990
-61,47,1022,0,-3,1000
-63,59,1024,-2,9,1002
-57,45,1019,4,-5,997
-63,54,1030,-2,4,1008
-59,48,1029,2,-2,1007
-66,49,1021,-5,-1,999
-67,51,1024,-6,1,1002
-63,55,1021,-2,5,999
-62,50,1029,-1,0,1007
-59,51,1023,2,1,1001
-61,48,1015,0,-2,993
-61,54,1018,0,4,996
-68,46,1025,-7,-4,1003
-58,48,1021,3,-2,999
-58,54,1017,3,4,995
-59,47,1021,2,-3,999
-57,49,1033,4,-1,1011
-62,47,1029,-1,-3,1007
-62,48,1025,-1,-2,1003
-60,51,1023,1,1,1001
-61,52,1030,0,2,1008
-61,53,1031,0,3,1009
-56,59,1026,5,9,1004
-56,51,1019,5,1,997
-55,50,1024,6,0,1002
-57,54,1024,4,4,1002
-64,50,1030,-3,0,1008
-62,51,1024,-1,1,1002
-61,53,1019,0,3,997
-61,51,1058,0,1,1036
-61,53,1014,0,3,992
-65,47,1020,-4,-3,998
-59,44,1015,2,-6,993
-66,46,1019,-5,-4,997
-64,51,1026,-3,1,1004
-66,47,1027,-5,-3,1005
-55,52,1025,6,2,1003
-64,57,1026,-3,7,1004
-63,55,1025,-2,5,1003
-61,53,1027,0,3,1005
-56,48,1017,5,-2,995
-56,52,1019,5,2,997
-60,48,1024,1,-2,1002
-61,52,1030,0,2,1008
-63,55,1024,-2,5,1002
-67,52,1018,-6,2,996
-61,50,1005,0,0,983
-62,50,1015,-1,0,993
-62,53,1029,-1,3,1007
-59,53,1026,2,3,1004
-58,47,1024,3,-3,1002
-59,54,1024,2,4,1002
-62,53,1020,-1,3,998
-58,54,1019,3,4,997
-60,48,1027,1,-2,1005
-55,46,1024,6,-4,1002
-58,52,1028,3,2,1006
-61,51,1026,0,1,1004
-72,51,1024,-11,1,1002
-60,50,1023,1,0,1001
-58,48,1019,3,-2,997
-58,46,1015,3,-4,993
-63,46,1026,-2,-4,1004
-62,51,1024,-1,1,1002
-60,47,1024,1,-3,1002
-65,49,1017,-4,-1,995
-62,47,1025,-1,-3,1003
-63,51,1019,-2,1,997
-62,51,1016,-1,1,994
-57,51,1022,4,1,1000
-63,51,1024,-2,1,1002
-60,50,1020,1,0,998
-55,51,1023,6,1,1001
-63,51,1021,-2,1,999
-55,52,1025,6,2,1003
-56,45,1027,5,-5,1005
-63,52,1027,-2,2,1005
-57,49,1022,4,-1,1000
-60,48,1013,1,-2,991
-65,51,1032,-4,1,1010
-67,44,1030,-6,-6,1008
-58,53,1020,3,3,998
-48,62,1006,13,12,984
-60,53,1028,1,3,1006
-44,55,1009,17,5,987
-48,61,1012,13,11,990
-58,54,1018,3,4,996
-55,51,1039,6,1,1017
-65,50,1029,-4,0,1007
-73,47,1021,-12,-3,999
-68,50,1029,-7,0,1007
-64,47,1026,-3,-3,1004
-64,45,1028,-3,-5,1006
-62,51,1025,-1,1,1003
-62,50,1018,-1,0,996
-62,50,1032,-1,0,1010
-66,51,1025,-5,1,1003
-65,51,1015,-4,1,993
-61,49,1020,0,-1,998
-65,50,1016,-4,0,994
-65,46,1035,-4,-4,1013
-65,53,1033,-4,3,1011
-62,48,1019,-1,-2,997
-60,52,1027,1,2,1005
-64,54,1020,-3,4,998
-62,48,1022,-1,-2,1000
-61,46,1030,0,-4,1008
-59,51,1024,2,1,1002
-61,48,1024,0,-2,1002
-61,49,1026,0,-1,1004
-62,49,1027,-1,-1,1005
-62,48,1023,-1,-2,1001
-60,51,1016,1,1,994
-59,51,1020,2,1,998
-60,51,1019,1,1,997
-63,49,1031,-2,-1,1009
-59,51,1019,2,1,997
-61,52,1025,0,2,1003
-55,53,1031,6,3,1009
-57,52,1024,4,2,1002
-63,46,1019,-2,-4,997
-57,51,1018,4,1,996
-70,53,996,-9,3,974
-56,76,998,5,26,976
-79,44,992,-18,-6,970
-83,40,1048,-22,-10,1026
-82,37,1043,-21,-13,1021
-73,42,1049,-12,-8,1027
-61,51,1031,0,1,1009
-52,52,1018,9,2,996
-52,51,1007,9,1,985
-62,52,1023,-1,2,1001
-55,49,1026,6,-1,1004
-62,55,1030,-1,5,1008
-65,50,1034,-4,0,1012
-87,62,976,-26,12,954
-60,61,978,1,11,956
-76,41,1008,-15,-9,986
-69,51,1050,-8,1,1028
-55,39,1017,6,-11,995
-62,56,1074,-1,6,1052
-60,48,1004,1,-2,982
-59,53,1027,2,3,1005
-57,57,1013,4,7,991
-54,51,1006,7,1,984
-57,51,1025,4,1,1003
-65,50,1010,-4,0,988
-56,47,1020,5,-3,998
-61,52,1030,0,2,1008
-60,58,1025,1,8,1003
-62,52,1018,-1,2,996
-61,48,1015,0,-2,993
-67,51,1025,-6,1,1003
-57,50,1015,4,0,993
-60,52,1017,1,2,995
-55,46,1009,6,-4,987
-56,51,1029,5,1,1007
-64,51,1025,-3,1,1003
-65,48,1033,-4,-2,1011
-62,54,1029,-1,4,1007
-60,44,1023,1,-6,1001
-60,48,1022,1,-2,1000
-62,50,1024,-1,0,1002
-62,52,1026,-1,2,1004
-60,52,1015,1,2,993
-59,48,1022,2,-2,1000
-54,51,1016,7,1,994
-60,42,1014,1,-8,992
-63,48,1023,-2,-2,1001
-60,48,1020,1,-2,998
-64,50,1021,-3,0,999
-64,49,1023,-3,-1,1001
-67,42,1031,-6,-8,1009
-61,50,1021,0,0,999
-62,48,1026,-1,-2,1004
-61,50,1017,0,0,995
-61,49,1026,0,-1,1004
-57,51,1022,4,1,1000
-58,45,1023,3,-5,1001
-58,50,1029,3,0,1007
-60,51,1026,1,1,1004
-56,47,1026,5,-3,1004
-61,50,1021,0,0,999
-62,46,1012,-1,-4,990
-57,56,1022,4,6,1000
-66,47,1049,-5,-3,1027
-76,44,1047,-15,-6,1025
-64,46,1037,-3,-4,1015
-72,47,1034,-11,-3,1012
-59,53,1023,2,3,1001
-53,53,1017,8,3,995
-60,50,1017,1,0,995
-62,49,1030,-1,-1,1008
-56,49,1028,5,-1,1006
-61,49,1031,0,-1,1009
-59,50,1020,2,0,998
-60,51,1034,1,1,1012
-65,57,1022,-4,7,1000
-65,53,1018,-4,3,996
-60,52,1022,1,2,1000
-57,52,1018,4,2,996
-58,48,1021,3,-2,999
-61,55,1021,0,5,999
-61,51,1025,0,1,1003
-62,47,1027,-1,-3,1005
-58,52,1022,3,2,1000
-61,52,1017,0,2,995
-66,51,1024,-5,1,1002
-62,48,1019,-1,-2,997
-59,51,1024,2,1,1002
-60,51,1026,1,1,1004
-68,53,1028,-7,3,1006
-60,53,1015,1,3,993
-61,54,1027,0,4,1005
-69,51,1018,-8,1,996
-63,51,1027,-2,1,1005
-52,51,1016,9,1,994
-62,52,1024,-1,2,1002
-67,51,1032,-6,1,1010
-67,51,1032,-6,1,1010
-58,56,1030,3,6,1008
-69,50,1019,-8,0,997
-57,53,1030,4,3,1008
-58,54,1016,3,4,994
-64,52,1021,-3,2,999
-59,51,1025,2,1,1003
-60,50,1021,1,0,999
-59,51,1023,2,1,1001
-63,51,1014,-2,1,992
-63,55,1035,-2,5,1013
-62,49,1026,-1,-1,1004
-55,51,1028,6,1,1006
-66,51,1027,-5,1,1005
-65,49,1022,-4,-1,1000
-61,51,1025,0,1,1003
